Mods count: 199
 
                                   jar name                                    |    notes     |                mod id                |                 mod name                  |         mod version          |                                                                                                                                                                                                                                        mixin configs                                                                                                                                                                                                                                         |              modrinth hash               | curseforge hash
fabric-api-0.92.6+1.11.14+1.20.1.jar                                           |              | fabric_api                           | Forgified Fabric API                      | 0.92.6+1.11.14+1.20.1        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 285c22b2567b9fdf98ef9808eceb5557de9611d3 | 4200970324     
    /META-INF/jarjar/fabric-transitive-access-wideners-v1-4.3.2+1880499877.jar |              | fabric_transitive_access_wideners_v1 | Fabric Transitive Access Wideners (v1)    | 4.3.2+1880499877             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-transfer-api-v1-3.3.6+631c9cd677.jar               |              | fabric_transfer_api_v1               | Fabric Transfer API (v1)                  | 3.3.6+631c9cd677             | fabric-transfer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/fabric-sound-api-v1-1.0.14+4f23bd8477.jar                 |              | fabric_sound_api_v1                  | Fabric Sound API (v1)                     | 1.0.14+4f23bd8477            | fabric-sound-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-screen-handler-api-v1-1.3.33+561530ec77.jar        |              | fabric_screen_handler_api_v1         | Fabric Screen Handler API (v1)            | 1.3.33+561530ec77            | fabric-screen-handler-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-screen-api-v1-2.0.9+45a670a577.jar                 |              | fabric_screen_api_v1                 | Fabric Screen API (v1)                    | 2.0.9+45a670a577             | fabric-screen-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jarjar/fabric-resource-loader-v0-0.11.12+4b4151c077.jar          |              | fabric_resource_loader_v0            | Fabric Resource Loader (v0)               | 0.11.12+4b4151c077           | fabric-resource-loader-v0.mixins.json, fabric-resource-loader-v0.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                          |                                          |                
    /META-INF/jarjar/fabric-resource-conditions-api-v1-2.3.9+996d00b277.jar    |              | fabric_resource_conditions_api_v1    | Fabric Resource Conditions API (v1)       | 2.3.9+996d00b277             | fabric-resource-conditions-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                |                                          |                
    /META-INF/jarjar/fabric-rendering-v1-3.0.9+66e9a48f77.jar                  |              | fabric_rendering_v1                  | Fabric Rendering (v1)                     | 3.0.9+66e9a48f77             | fabric-rendering-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-rendering-fluids-v1-3.0.29+4ac5e37a77.jar          |              | fabric_rendering_fluids_v1           | Fabric Rendering Fluids (v1)              | 3.0.29+4ac5e37a77            | fabric-rendering-fluids-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.39+a6081afc77.jar |              | fabric_rendering_data_attachment_v1  | Fabric Rendering Data Attachment (v1)     | 0.3.39+a6081afc77            | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
    /META-INF/jarjar/fabric-renderer-indigo-1.5.3+b5b2da4177.jar               |              | fabric_renderer_indigo               | Fabric Renderer - Indigo                  | 1.5.3+b5b2da4177             | fabric-renderer-indigo.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                          |                
    /META-INF/jarjar/fabric-renderer-api-v1-3.2.2+cf68abbe77.jar               |              | fabric_renderer_api_v1               | Fabric Renderer API (v1)                  | 3.2.2+cf68abbe77             | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-registry-sync-v0-2.3.6+1c0ea72177.jar              |              | fabric_registry_sync_v0              | Fabric Registry Sync (v0)                 | 2.3.6+1c0ea72177             | fabric-registry-sync-v0.mixins.json, fabric-registry-sync-v0.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-recipe-api-v1-1.0.24+514a076577.jar                |              | fabric_recipe_api_v1                 | Fabric Recipe API (v1)                    | 1.0.24+514a076577            | fabric-recipe-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jarjar/fabric-particles-v1-1.1.3+78e1ecb877.jar                  |              | fabric_particles_v1                  | Fabric Particles (v1)                     | 1.1.3+78e1ecb877             | fabric-particles-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/fabric-object-builder-api-v1-11.1.5+f8c414ce77.jar        |              | fabric_object_builder_api_v1         | Fabric Object Builder API (v1)            | 11.1.5+f8c414ce77            | fabric-object-builder-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jarjar/fabric-networking-api-v1-1.3.14+fb7c822677.jar            |              | fabric_networking_api_v1             | Fabric Networking API (v1)                | 1.3.14+fb7c822677            | fabric-networking-api-v1.mixins.json, fabric-networking-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jarjar/fabric-models-v0-0.4.3+7c3892a477.jar                     |              | fabric_models_v0                     | Fabric Models (v0)                        | 0.4.3+7c3892a477             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-model-loading-api-v1-1.0.4+6274ab9d77.jar          |              | fabric_model_loading_api_v1          | Fabric Model Loading API (v1)             | 1.0.4+6274ab9d77             | fabric-model-loading-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                      |                                          |                
    /META-INF/jarjar/fabric-mining-level-api-v1-2.1.52+561530ec77.jar          |              | fabric_mining_level_api_v1           | Fabric Mining Level API (v1)              | 2.1.52+561530ec77            | fabric-mining-level-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/fabric-message-api-v1-5.1.10+52cc178c77.jar               |              | fabric_message_api_v1                | Fabric Message API (v1)                   | 5.1.10+52cc178c77            | fabric-message-api-v1.client.mixins.json, fabric-message-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
    /META-INF/jarjar/fabric-loot-api-v2-1.2.3+eb28f93e77.jar                   |              | fabric_loot_api_v2                   | Fabric Loot API (v2)                      | 1.2.3+eb28f93e77             | fabric-loot-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               |                                          |                
    /META-INF/jarjar/fabric-loader-2.6.0+0.15.0+1.20.1-full.jar                |              |                                      |                                           |                              |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-lifecycle-events-v1-2.2.23+afab492177.jar          |              | fabric_lifecycle_events_v1           | Fabric Lifecycle Events (v1)              | 2.2.23+afab492177            | fabric-lifecycle-events-v1.client.mixins.json, fabric-lifecycle-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/fabric-key-binding-api-v1-1.0.38+561530ec77.jar           |              | fabric_key_binding_api_v1            | Fabric Key Binding API (v1)               | 1.0.38+561530ec77            | fabric-key-binding-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/fabric-item-group-api-v1-4.0.14+c9161c2d77.jar            |              | fabric_item_group_api_v1             | Fabric Item Group API (v1)                | 4.0.14+c9161c2d77            | fabric-item-group-api-v1.client.mixins.json, fabric-item-group-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jarjar/fabric-item-api-v1-2.1.29+4d0bbcfa77.jar                  |              | fabric_item_api_v1                   | Fabric Item API (v1)                      | 2.1.29+4d0bbcfa77            | fabric-item-api-v1.client.mixins.json, fabric-item-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                        |                                          |                
    /META-INF/jarjar/fabric-game-rule-api-v1-1.0.41+683d4da877.jar             |              | fabric_game_rule_api_v1              | Fabric Game Rule API (v1)                 | 1.0.41+683d4da877            | fabric-game-rule-api-v1.mixins.json, fabric-game-rule-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-events-interaction-v0-0.6.5+0f26153f77.jar         |              | fabric_events_interaction_v0         | Fabric Events Interaction (v0)            | 0.6.5+0f26153f77             | fabric-events-interaction-v0.client.mixins.json, fabric-events-interaction-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
    /META-INF/jarjar/fabric-entity-events-v1-1.6.1+4ca7515277.jar              |              | fabric_entity_events_v1              | Fabric Entity Events (v1)                 | 1.6.1+4ca7515277             | fabric-entity-events-v1.client.mixins.json, fabric-entity-events-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-dimensions-v1-2.1.55+8005d10d77.jar                |              | fabric_dimensions_v1                 | Fabric Dimensions API (v1)                | 2.1.55+8005d10d77            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-data-generation-api-v1-12.3.7+369cb3a477.jar       |              | fabric_data_generation_api_v1        | Fabric Data Generation API (v1)           | 12.3.7+369cb3a477            | fabric-data-generation-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                    |                                          |                
    /META-INF/jarjar/fabric-data-attachment-api-v1-1.0.2+30ef839e77.jar        |              | fabric_data_attachment_api_v1        | Fabric Data Attachment API (v1)           | 1.0.2+30ef839e77             | fabric-data-attachment-api-v1.mixins.json, fabric-data-attachment-api-v1.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
    /META-INF/jarjar/fabric-convention-tags-v1-1.5.6+fa3d1c0177.jar            |              | fabric_convention_tags_v1            | Fabric Convention Tags                    | 1.5.6+fa3d1c0177             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-content-registries-v0-4.0.13+a670df1e77.jar        |              | fabric_content_registries_v0         | Fabric Content Registries (v0)            | 4.0.13+a670df1e77            | fabric-content-registries-v0.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-command-api-v2-2.2.14+561530ec77.jar               |              | fabric_command_api_v2                | Fabric Command API (v2)                   | 2.2.14+561530ec77            | fabric-command-api-v2.mixins.json, fabric-command-api-v2.client.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                  |                                          |                
    /META-INF/jarjar/fabric-command-api-v1-1.2.35+f71b366f77.jar               |              | fabric_command_api_v1                | Fabric Command API (v1)                   | 1.2.35+f71b366f77            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-client-tags-api-v1-1.1.3+5d6761b877.jar            |              | fabric_client_tags_api_v1            | Fabric Client Tags                        | 1.1.3+5d6761b877             |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-blockrenderlayer-v1-1.1.42+1d0da21e77.jar          |              | fabric_blockrenderlayer_v1           | Fabric BlockRenderLayer Registration (v1) | 1.1.42+1d0da21e77            | fabric-blockrenderlayer-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.3+53347ba977.jar             |              | fabric_block_view_api_v2             | Fabric BlockView API (v2)                 | 1.0.3+53347ba977             | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                            |                                          |                
    /META-INF/jarjar/fabric-block-api-v1-1.0.12+0e6cb7f777.jar                 |              | fabric_block_api_v1                  | Fabric Block API (v1)                     | 1.0.12+0e6cb7f777            |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-biome-api-v1-13.0.14+dc36698e77.jar                |              | fabric_biome_api_v1                  | Fabric Biome API (v1)                     | 13.0.14+dc36698e77           | fabric-biome-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                              |                                          |                
    /META-INF/jarjar/fabric-api-lookup-api-v1-1.6.37+67f9824077.jar            |              | fabric_api_lookup_api_v1             | Fabric API Lookup API (v1)                | 1.6.37+67f9824077            | fabric-api-lookup-api-v1.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                         |                                          |                
    /META-INF/jarjar/fabric-api-base-0.4.32+ef105b4977.jar                     |              | fabric_api_base                      | Fabric API Base                           | 0.4.32+ef105b4977            | fabric-api-base.init.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                             |                                          |                
fallingleaves-1.20.1-2.1.2.jar                                                 |              | fallingleaves                        | Fallingleaves                             | 2.1.2                        | fallingleaves.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | b890536f44a5c0a49f2b1f4af91c17d948b4ef4d | 3577225291     
fantasy_trees-1.2.0.jar                                                        |              | fantasy_trees                        | Fantasy Trees                             | 1.2.0                        | mixins.fantasy_trees.refmap.json, mixins.fantasy_trees.json                                                                                                                                                                                                                                                                                                                                                                                                                                  | 36d31011f2d5c18c07d5aaa57fb0b0fbf1eb8454 | 4225145522     
FarmersDelight-1.20.1-1.3.2.jar                                                |              | farmersdelight                       | Farmer's Delight                          | 1.20.1-1.3.2                 | farmersdelight.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | 397763ae36dc2e0f526e0338c875850437580157 | 2239282096     
FarmersStructures-1.0.4-1.20.jar                                               | MCreator mod | farmers_structures                   | FarmersStructures                         | 1.0.4                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | efdf64144852cb4c79396ba1303a3752ad023818 | 3441116480     
fastasyncworldsave-1.20.1-2.6.jar                                              |              | fastasyncworldsave                   | fastasyncworldsave mod                    | 1.20.1-2.6                   | fastasyncworldsave.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                               | 3a3180f5fc9d1209ca0ad69084afe8ee42ba44d6 | 1473382339     
FastFurnace-1.20.1-8.0.2.jar                                                   |              | fastfurnace                          | FastFurnace                               | 8.0.2                        | fastfurnace.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | b144b8599acd3fac3f8f9d31fa217a4a5b942f61 | 1215298089     
fastpaintings-1.20-1.2.7.jar                                                   |              | fastpaintings                        | Fast Paintings                            | 1.20-1.2.7                   | fastpaintings-forge.mixins.json, fastpaintings.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                   | 036137a54b8f503794cf38296ff4c7fbf2e9d5cc | 2325891344     
FastSuite-1.20.1-5.1.2.jar                                                     |              | fastsuite                            | Fast Suite                                | 5.1.2                        | fastsuite.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 32ea4495b0e646f8f060e4e97d17044dd9fdefbd | 2881858684     
FastWorkbench-1.20.1-8.0.4.jar                                                 |              | fastbench                            | Fast Workbench                            | 8.0.4                        | fastbench.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 1a322a85e7c7024b8a0715c12d27b5ed0930d729 | 3125406473     
Feature-Recycler-forge-1.0.1.jar                                               |              | featurerecycler                      | Feature Recycler                          | 1.0.1                        | featurerecycler.mixins.json, featurerecycler-common.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                              | 09cc3ac393731861427da593a54fe5628d44eab7 | 2272344332     
ferritecore-6.0.1-forge.jar                                                    |              | ferritecore                          | Ferrite Core                              | 6.0.1                        | ferritecore.modelsides.mixin.json, ferritecore.mrl.mixin.json, ferritecore.dedupbakedquad.mixin.json, ferritecore.threaddetec.mixin.json, ferritecore.blockstatecache.mixin.json, ferritecore.dedupmultipart.mixin.json, ferritecore.fastmap.mixin.json, ferritecore.predicates.mixin.json                                                                                                                                                                                                   | 417fb6ce8f52abf40bd9d0390371790f9576f8ba | 2683111440     
feur_extension_fossil-1.20.1-forge.jar                                         | MCreator mod | feur_extension_fossil                | Feur Extension Fossil                     | 1.3.3                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 30924088094cecbc8837a8c21f3c55fedcd63450 | 6187069        
feur_extension_jungle-1.20.1-forge.jar                                         | MCreator mod | feur_extension_jungle                | Feur Extension Jungle                     | 1.3.4                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | 2e58432ff0376fc9b960855ad81a9d15d8ee3abc | 4245381200     
flerovium-forge-1.20.1-1.2.19-all.jar                                          |              | flerovium                            | Flerovium                                 | 1.2.19                       | flerovium.mixins.json                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | 6f1536b97ce65a4a0fba2887aa2b1fa46be252b7 | 2872606868     
foolish-1.2.2.jar                                                              | MCreator mod | foolish                              | Foolish                                   | 1.2.2                        |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | b8e3488ca2463072b633b8cc7d90fe0ba35dcefa | 4158393027     
foolishfixmod-1.2.0.jar                                                        |              | foolishfixmod                        | Foolish Fix Mod                           | 1.2.0                        | mixins.foolish_fixer.json, mixins.foolish_fixer.refmap.json                                                                                                                                                                                                                                                                                                                                                                                                                                  | 9234663ca4594cf6dadcf395d492d41b9e7c4c4a | 1263992248     
